Fecha,Hora,Temperatura (√çndice de Calor),Humedad (%),Monoxido de Carbono (CO),Amoniaco (ppm),Oxigeno (%),Monoxido de Carbono,Dioxido de Carbono (CO2),Temperatura Bulbo Seco
10/03/2025,02:00:00,24.8,44,0,20.9,401,25.3,,
10/03/2025,03:00:00,25.2,46.9,0,20.9,411,25.4,,
10/03/2025,04:00:00,26.9,47.2,0,20.9,409,27.1,,
10/03/2025,05:00:00,27.2,47.6,0,20.9,405,26.1,,
10/03/2025,06:00:00,26.2,47.1,0,20.9,403,26,,
10/03/2025,07:00:00,25.7,48.5,0,20.9,408,26.1,,
10/03/2025,08:00:00,25.6,52.1,0,20.9,405,27.1,,
10/03/2025,09:00:00,,,,,,24.6,,
10/03/2025,10:00:00,,,,,,,,
10/03/2025,11:00:00,,,,,,,,
10/03/2025,12:00:00,,,,,,,,
10/03/2025,13:00:00,,,,,,,,
10/03/2025,14:00:00,,,,,,,,
10/03/2025,15:00:00,,,,,,,,
10/03/2025,16:00:00,,,,,,,,
10/03/2025,17:00:00,,,,,,,,
10/03/2025,18:00:00,,,,,,,,
10/03/2025,19:00:00,,,,,,,,
10/03/2025,20:00:00,,,,,,,,
11/03/2025,21:00:00,,,,,,,,
11/03/2025,22:00:00,,,,,,,,
11/03/2025,23:00:00,,,,,,,,
11/03/2025,00:00:00,,,,,,,,
11/03/2025,01:00:00,,,,,,,,
11/03/2025,02:00:00,,,,,,,,
11/03/2025,03:00:00,,,,,,,,
11/03/2025,04:00:00,,,,,,,,
11/03/2025,05:00:00,,,,,,,,
11/03/2025,06:00:00,,,,,,,,
11/03/2025,07:00:00,,,,,,,,
11/03/2025,08:00:00,,,,,,,,
11/03/2025,09:00:00,,,,,,,,
11/03/2025,13:00:00,,,,,,,,
11/03/2025,14:00:00,,,,,,,,
11/03/2025,15:00:00,,,,,,,,
11/03/2025,16:00:00,,,,,,,,
11/03/2025,17:00:00,,,,,,,,
11/03/2025,18:00:00,,,,,,,,
11/03/2025,19:00:00,,,,,,,,
11/03/2025,20:00:00,,,,,,,,
11/03/2025,21:00:00,,,,,,,,
11/03/2025,22:00:00,,,,,,,,
11/03/2025,23:00:00,,,,,,,,
12/03/2025,00:00:00,,,,,,,,
12/03/2025,01:00:00,,,,,,,,
12/03/2025,02:00:00,,,,,,,,
12/03/2025,03:00:00,,,,,,,,
12/03/2025,04:00:00,,,,,,,,
12/03/2025,05:00:00,,,,,,,,
12/03/2025,06:00:00,,,,,,,,
12/03/2025,07:00:00,,,,,,,,
12/03/2025,08:00:00,,,,,,,,
12/03/2025,09:00:00,,,,,,,,
12/03/2025,10:00:00,17.3,13.3,0,20.9,402,28.4,,
12/03/2025,11:00:00,14.6,6.7,0,20.9,403,29.6,,
12/03/2025,12:00:00,14.9,4.4,0,20.9,408,30.7,,
12/03/2025,13:00:00,15,3.6,0,20.9,409,32.3,,
12/03/2025,14:00:00,14.9,3,0,20.9,408,33.5,,
12/03/2025,15:00:00,15.4,3.7,0,20.9,410,33.4,,
12/03/2025,16:00:00,14.2,4.4,0,20.9,407,33,,
12/03/2025,17:00:00,141,4.1,0,20.9,406,31.7,,
12/03/2025,18:00:00,28.8,21,0,20.9,400,29.3,,
12/03/2025,19:00:00,14.2,5.2,0,20.9,403,28.7,,
12/03/2025,20:00:00,16.1,11.8,0,20.9,402,25.7,,
12/03/2025,21:00:00,17.3,12.6,0,20.9,404,27.1,,
12/03/2025,22:00:00,1708,12.4,0,20.9,409,27,,
12/03/2025,23:00:00,16.1,9.8,0,20.9,409,26.6,,
13/03/2025,00:00:00,18.1,13.4,0,20.9,401,26,,
13/03/2025,01:00:00,16,10.9,0,20.9,403,25.3,,
13/03/2025,02:00:00,18.1,14.7,0,20.9,411,25.2,,
13/03/2025,03:00:00,18.5,15.1,0,20.9,404,26.1,,
13/03/2025,04:00:00,16.3,15.2,0,20.9,408,25.2,,
13/03/2025,05:00:00,18.8,16.2,0,20.9,403,24.6,,
13/03/2025,06:00:00,18.5,15.4,0,20.9,402,25.2,,
13/03/2025,07:00:00,19.8,14.5,0,20.9,412,25,,
13/03/2025,08:00:00,18.2,15.5,0,20.9,404,26.3,,
13/03/2025,09:00:00,18.9,13.7,0,20.9,404,27.2,,
13/03/2025,10:00:00,27.6,11.5,0,20.9,405,28.4,,
13/03/2025,11:00:00,26.6,8.8,0,20.9,403,29.2,,
13/03/2025,12:00:00,14.6,9.9,0,20.9,408,30.2,,
13/03/2025,13:00:00,30.2,10.6,0,20.9,406,32.1,,
13/03/2025,14:00:00,17.3,10.7,0,20.9,408,33.3,,
13/03/2025,15:00:00,15.6,8.8,0,20.9,403,33.4,,
13/03/2025,16:00:00,15.1,10.9,0,20.9,404,33.1,,
13/03/2025,17:00:00,14.7,4.7,0,20.9,407,31.9,,
13/03/2025,18:00:00,13.4,2.7,0,20.9,406,30.6,,
13/03/2025,19:00:00,13.7,3.8,0,20.9,407,28.6,,
13/03/2025,20:00:00,15.7,9.2,0,20.9,403,28.2,,
13/03/2025,21:00:00,16.5,9.3,0,20.9,407,26.6,,
13/03/2025,22:00:00,15.9,10,0,20.9,402,26.2,,
13/03/2025,23:00:00,15,12.2,0,20.9,401,25.4,,
14/03/2025,00:00:00,16.7,12,0,20.9,409,25.1,,
14/03/2025,01:00:00,16.5,12,0,20.9,404,24.4,,
14/03/2025,02:00:00,17.5,14.6,0,20.9,408,24.7,,
14/03/2025,03:00:00,16.3,13.1,0,20.9,402,24.9,,
14/03/2025,04:00:00,17.5,14.2,0,20.9,405,24.8,,
14/03/2025,05:00:00,178.1,15.1,0,20.9,409,25,,
14/03/2025,06:00:00,16.2,18.4,0,20.9,407,26.2,,
14/03/2025,07:00:00,18.7,15.8,0,20.9,408,25.7,,
14/03/2025,08:00:00,24.9,14.1,0,20.9,403,25.2,,
14/03/2025,09:00:00,24.5,46.8,0,20.9,405,26.6,,
14/03/2025,10:00:00,26.4,24.5,0,20.9,408,28.5,,
14/03/2025,11:00:00,25.8,22,0,20.9,408,28.9,,
14/03/2025,12:00:00,28.6,36.9,0,20.9,404,30.6,,
14/03/2025,13:00:00,29.4,18.2,0,20.9,405,32.1,,
14/03/2025,14:00:00,29.8,16.7,0,20.9,402,32.4,,
14/03/2025,15:00:00,29.9,17.9,0,20.9,403,32.5,,
14/03/2025,16:00:00,28.5,20,0,20.9,405,31.9,,
14/03/2025,17:00:00,13.7,2.3,0,20.9,409,30.7,,
14/03/2025,18:00:00,13.1,2,0,20.9,407,28.9,,
14/03/2025,19:00:00,15.8,8.3,0,20.9,410,26.7,,
14/03/2025,20:00:00,14.9,7.5,0,20.9,403,25.8,,
14/03/2025,21:00:00,14,7,0,20.9,404,27.3,,
14/03/2025,22:00:00,16.3,10.6,0,20.9,408,27.8,,
14/03/2025,23:00:00,15.8,10.5,0,20.9,405,27.6,,
15/03/2025,00:00:00,16.1,11.8,0,20.9,401,27.2,,
15/03/2025,01:00:00,16.8,12.6,0,20.9,412,26.2,,
15/03/2025,02:00:00,16.7,12.2,0,20.9,405,26.4,,
15/03/2025,03:00:00,16.9,12.6,0,20.9,410,26.6,,
15/03/2025,04:00:00,17.1,13.9,0,20.9,407,26.1,,
15/03/2025,05:00:00,17.3,14,0,20.9,403,26.4,,
15/03/2025,06:00:00,18.1,14.9,0,20.9,404,26.2,,
15/03/2025,07:00:00,20.5,18.2,0,20.9,407,25.7,,
15/03/2025,08:00:00,25.6,52.1,0,20.9,405,25.3,,
15/03/2025,09:00:00,25.3,40.7,0,20.9,402,27.6,,
15/03/2025,10:00:00,25.4,25.1,0,20.9,403,27.4,,
15/03/2025,11:00:00,25.9,22.8,0,20.9,409,28.3,,
15/03/2025,12:00:00,27.2,18.1,0,20.9,408,30.1,,
15/03/2025,13:00:00,28.6,13.5,0,20.9,401,31.8,,
15/03/2025,14:00:00,28.7,12.5,0,20.9,402,32.5,,
15/03/2025,15:00:00,28.6,13.7,0,20.9,405,32.1,,
15/03/2025,16:00:00,28.2,16.6,0,20.9,404,31.4,,
15/03/2025,17:00:00,28.8,15.7,0,20.9,408,29.7,,
15/03/2025,18:00:00,24.9,14.5,0,20.9,404,28.5,,
15/03/2025,19:00:00,24.7,16,0,20.9,409,25.8,,
15/03/2025,20:00:00,23.5,12.2,0,20.9,403,26.2,,
15/03/2025,21:00:00,25.7,17.3,0,20.9,407,25.1,,
15/03/2025,22:00:00,25.9,18.6,0,20.9,409,26.1,,
15/03/2025,23:00:00,25.1,13.2,0,20.9,406,25.4,,
16/03/2025,00:00:00,25.2,18.5,0,20.9,407,24.8,,
16/03/2025,01:00:00,25,18.6,0,20.9,401,24.4,,
16/03/2025,02:00:00,24.9,18.1,0,20.9,406,25.1,,
16/03/2025,03:00:00,25.1,18.1,0,20.9,407,25,,
16/03/2025,04:00:00,25.3,18.6,0,20.9,405,25.7,,
16/03/2025,05:00:00,25.5,19.3,0,20.9,407,25.6,,
16/03/2025,06:00:00,24.8,19.2,0,20.9,403,25.9,,
16/03/2025,07:00:00,24.2,19.7,0,20.9,406,24.6,,
16/03/2025,17:00:00,27.5,16.2,0,20.9,403,27.5,,
16/03/2025,18:00:00,24.8,15.2,0,20.9,407,25.5,,
16/03/2025,19:00:00,25.8,18.2,0,20.9,405,25,,
16/03/2025,20:00:00,25.8,18.3,0,20.9,401,26.2,,
16/03/2025,21:00:00,24.5,18,0,20.9,406,24.8,,
16/03/2025,22:00:00,26.5,20.5,0,20.9,409,25.3,,
16/03/2025,23:00:00,25.9,20.5,0,20.9,403,25.1,,
17/03/2025,00:00:00,25.1,20,0,20.9,407,24.9,,
17/03/2025,01:00:00,,,0,20.9,403,24.8,,
17/03/2025,02:00:00,24.2,20.4,0,20.9,401,24.2,,
17/03/2025,03:00:00,23.9,18.7,0,20.9,406,24,,
17/03/2025,04:00:00,23.6,19.2,0,20.9,405,23.8,,
17/03/2025,05:00:00,24.4,19.7,0,20.9,406,23.9,,
17/03/2025,06:00:00,24.7,19.7,0,20.9,403,24.3,,
17/03/2025,07:00:00,25,20.3,0,20.9,407,25.1,,
17/03/2025,08:00:00,25.3,75.3,0,20.9,405,24.4,,
17/03/2025,09:00:00,25.7,52.3,0,20.9,403,24.9,,
17/03/2025,10:00:00,26.4,48.4,0,20.9,403,26.9,,
17/03/2025,11:00:00,27.6,58.1,0,20.9,404,27.5,,
17/03/2025,12:00:00,25,35.2,0,20.9,410,26.8,,
17/03/2025,13:00:00,27,34.5,0,20.9,407,27.2,,
17/03/2025,14:00:00,28.2,30.2,0,20.9,409,27.7,,
17/03/2025,15:00:00,26.1,29.9,0,20.9,416,28.3,,
17/03/2025,16:00:00,25.6,29,0,20.9,415,27.9,,
17/03/2025,17:00:00,24.4,14,0,20.9,403,27.1,,
17/03/2025,18:00:00,24.3,15.3,0,20.9,407,26.1,,
17/03/2025,19:00:00,24.7,15.4,0,20.9,407,25.9,,
17/03/2025,20:00:00,26.2,9.6,0,20.9,408,24.6,,
17/03/2025,21:00:00,25.5,19.4,0,20.9,403,25.3,,
17/03/2025,22:00:00,28.6,22.2,0,20.9,407,25.7,,
17/03/2025,23:00:00,21,22,0,20.9,402,26,,
18/03/2025,00:00:00,27.6,22.3,0,20.9,401,25.8,,
18/03/2025,01:00:00,27.6,22.6,0,20.9,402,25.9,,
18/03/2025,02:00:00,27.4,22.8,0,20.9,409,25.7,,
18/03/2025,03:00:00,28,22.9,0,20.9,402,24.9,,
18/03/2025,04:00:00,27.5,22.5,0,20.9,408,24.7,,
18/03/2025,05:00:00,25,20.7,0,20.9,401,24,,
18/03/2025,06:00:00,26,21.2,0,20.9,407,23.3,,
18/03/2025,07:00:00,24.8,20.3,0,20.9,401,24.1,,
18/03/2025,08:00:00,24.6,21.4,0,20.9,402,25.8,,
18/03/2025,09:00:00,24.7,21.4,0,20.9,401,25.4,,
18/03/2025,10:00:00,25.3,20.6,0,20.9,408,27,,
18/03/2025,11:00:00,26.3,23.4,0,20.9,409,26.7,,
18/03/2025,12:00:00,26.4,24.5,0,20.9,409,30,,
18/03/2025,13:00:00,25.3,24.2,0,20.9,409,31.6,,
18/03/2025,14:00:00,25.2,22.7,0,20.9,409,32,,
18/03/2025,15:00:00,25.3,22.1,0,20.9,406,31.7,,
18/03/2025,16:00:00,26.1,22.8,,20.9,403,31.7,,
18/03/2025,17:00:00,28,15.7,0,20.9,407,31,,
18/03/2025,18:00:00,26.7,14.5,0,20.9,403,29.5,,
18/03/2025,19:00:00,24.4,14.3,0,20.9,406,26.5,,
18/03/2025,20:00:00,24.3,14.7,0,20.9,404,25.8,,
18/03/2025,21:00:00,25,16.9,0,20.9,407,25.4,,
18/03/2025,22:00:00,26.2,18.6,0,20.9,405,26.2,,
18/03/2025,23:00:00,25.2,17.9,0,20.9,401,25.6,,
19/03/2025,00:00:00,26.2,19.1,0,20.9,406,26.1,,
19/03/2025,01:00:00,25.1,18.5,0,20.9,404,25.4,,
19/03/2025,02:00:00,24.2,18.1,0,20.9,408,24.4,,
19/03/2025,03:00:00,26,19.7,0,20.9,405,25.3,,
19/03/2025,04:00:00,26.2,21.2,0,20.9,402,25.2,,
19/03/2025,05:00:00,26.2,20.9,0,20.9,401,24.9,,
19/03/2025,06:00:00,25.8,20,0,20.9,409,25.2,,
19/03/2025,07:00:00,13.5,18.1,0,20.9,403,25.4,,
19/03/2025,08:00:00,26.5,57.5,0,20.9,402,25.3,,
19/03/2025,09:00:00,25.6,38.8,0,20.9,404,26.2,,
19/03/2025,10:00:00,24.4,36.3,0,20.9,405,26.2,,
19/03/2025,11:00:00,25.5,25.4,0,20.9,403,28.2,,
19/03/2025,12:00:00,27.9,23.9,0,20.9,406,30.2,,
19/03/2025,13:00:00,29.1,22.6,0,20.9,405,31.1,,
19/03/2025,14:00:00,29.2,19.6,0,20.9,402,32,,
19/03/2025,15:00:00,28.8,19.1,0,20.9,406,32.2,,
19/03/2025,16:00:00,29.6,18,0,20.9,404,32,,
19/03/2025,17:00:00,28.1,15.2,0,20.9,402,31,,
19/03/2025,18:00:00,25.5,13.8,0,20.9,406,28.8,,
19/03/2025,19:00:00,24.5,16.2,0,20.9,401,26.2,,
19/03/2025,20:00:00,24.7,17.3,0,20.9,406,25.4,,
19/03/2025,21:00:00,25.2,18.1,0,20.9,405,25.6,,
19/03/2025,22:00:00,25.8,19,0,20.9,409,25.8,,
19/03/2025,23:00:00,25.4,19.3,0,20.9,401,23.5,,
20/03/2025,00:00:00,26.2,20.1,0,20.9,404,25.3,,
20/03/2025,01:00:00,25.8,20.2,0,20.9,407,25,,
20/03/2025,02:00:00,26,20.2,0,20.9,405,25.3,,
20/03/2025,03:00:00,25.6,20,0,20.9,406,25,,
20/03/2025,04:00:00,25.3,20,0,20.9,402,25.2,,
20/03/2025,05:00:00,24.2,18.2,0,20.9,403,24.1,,
20/03/2025,06:00:00,24.2,18.7,0,20.9,402,24.3,,
20/03/2025,07:00:00,24.8,19.2,0,20.9,408,25.9,,
20/03/2025,08:00:00,24.9,63.4,0,20.9,409,24.8,,
20/03/2025,09:00:00,23.8,56.1,0,20.9,406,25.7,,
20/03/2025,10:00:00,23.7,51.4,0,20.9,407,26.2,,
20/03/2025,11:00:00,24.7,52.4,0,20.9,408,25.2,,
20/03/2025,12:00:00,23.7,45.9,0,20.9,408,24.9,,
20/03/2025,13:00:00,23.1,44.6,0,20.9,405,26.2,,
20/03/2025,14:00:00,24.2,37.8,0,20.9,403,26.2,,
20/03/2025,15:00:00,24.2,39.1,0,20.9,405,26.2,,
20/03/2025,16:00:00,23.5,43.4,0,20.9,402,25.3,,
20/03/2025,17:00:00,23.9,17.4,0,20.9,407,25.9,,
20/03/2025,18:00:00,27.4,20.6,0,20.9,405,26.2,,
20/03/2025,19:00:00,24.6,19.2,0,20.9,401,23.8,,
20/03/2025,20:00:00,25,19.6,0,20.9,404,24.4,,
20/03/2025,21:00:00,25.5,20.3,0,20.9,406,24.5,,
20/03/2025,22:00:00,25.5,20.3,0,20.9,402,24.7,,
20/03/2025,23:00:00,24.9,20.2,0,20.9,403,24.5,,
21/03/2025,00:00:00,24.6,20,0,20.9,407,24.3,,
21/03/2025,01:00:00,24.8,19.5,0,20.9,406,24.2,,
21/03/2025,02:00:00,24,19.2,0,20.9,407,24,,
21/03/2025,03:00:00,23.8,19.6,0,20.9,405,24.4,,
21/03/2025,04:00:00,24.6,21.4,0,20.9,401,25.6,,
21/03/2025,05:00:00,26.3,21.1,0,20.9,406,25.1,,
21/03/2025,06:00:00,27.5,21.9,0,20.9,402,26.1,,
21/03/2025,07:00:00,25.9,21.5,0,20.9,407,23.1,,
21/03/2025,08:00:00,24,70.7,0,20.9,409,23.6,,
21/03/2025,09:00:00,24.5,65.7,0,20.9,404,23.8,,
21/03/2025,10:00:00,24.2,58.8,0,20.9,404,25.1,,
21/03/2025,11:00:00,25.9,49.7,0,20.9,403,26.6,,
21/03/2025,12:00:00,25.5,41.2,0,20.9,408,,,
21/03/2025,13:00:00,28.3,29.4,0,20.9,410,30.4,,
21/03/2025,14:00:00,28.8,31.1,0,20.9,404,31.1,,
21/03/2025,15:00:00,29,27.8,0,20.9,403,30.6,,
21/03/2025,16:00:00,29.2,27.1,0,20.9,402,30.7,,
21/03/2025,17:00:00,28.7,26.9,0,20.9,403,30.3,,
21/03/2025,18:00:00,29.5,29.2,0,20.9,407,29.5,,
21/03/2025,19:00:00,25.4,46.6,0,20.9,403,26,,
21/03/2025,20:00:00,24.7,48.3,0,20.9,405,25.1,,
21/03/2025,21:00:00,24.6,46.9,0,20.9,401,24.6,,
21/03/2025,22:00:00,25.4,52.6,0,20.9,406,24.8,,
21/03/2025,23:00:00,25.1,52.9,0,20.9,402,24.5,,
22/03/2025,00:00:00,25.8,57.1,0,20.9,403,24.6,,
22/03/2025,01:00:00,25.5,57.1,0,20.9,406,25.2,,
22/03/2025,02:00:00,24.4,51.3,0,20.9,407,24.3,,
22/03/2025,03:00:00,23.7,54.3,0,20.9,408,24,,
22/03/2025,04:00:00,23.9,62,0,20.9,402,23.5,,
22/03/2025,05:00:00,23.9,60,0,20.9,404,23.6,,
22/03/2025,06:00:00,23.8,62.7,0,20.9,405,23.6,,
22/03/2025,07:00:00,24.5,62.3,0,20.9,407,24.2,,
22/03/2025,08:00:00,25,57.6,0,20.9,404,25.9,,
22/03/2025,09:00:00,23.8,56.5,0,20.9,407,26.1,,
22/03/2025,10:00:00,24.6,43.1,0,20.9,405,25.6,,
22/03/2025,11:00:00,26.3,36.6,0,20.9,406,27.8,,
22/03/2025,12:00:00,27.1,30.1,0,20.9,404,28.8,,
22/03/2025,13:00:00,26.4,34.6,0,20.9,406,28.4,,
22/03/2025,14:00:00,26.7,36.5,0,20.9,408,28.6,,
22/03/2025,15:00:00,26.9,30.1,0,20.9,405,28.8,,
22/03/2025,16:00:00,26.8,31.3,0,20.9,408,28.9,,
23/03/2025,17:00:00,28,30,0,20.9,407,29.6,,
23/03/2025,18:00:00,28.2,29.8,0,20.9,402,28.7,,
23/03/2025,19:00:00,24.7,39.3,0,20.9,405,25.3,,
23/03/2025,20:00:00,24.8,44.3,0,20.9,403,25.1,,
23/03/2025,21:00:00,24.2,52.4,0,20.9,406,24.8,,
23/03/2025,22:00:00,23.5,48.3,0,20.9,405,24.3,,
23/03/2025,23:00:00,23.5,50.7,0,20.9,403,24.4,,
24/03/2025,00:00:00,23.8,53.4,0,20.9,406,25.1,,
24/03/2025,01:00:00,24.3,57.6,0,20.9,404,24.8,,
24/03/2025,02:00:00,22.5,59.9,0,20.9,406,22.3,,
24/03/2025,03:00:00,22.7,61.3,0,20.9,403,23,,
24/03/2025,04:00:00,23.1,60,0,20.9,407,24,,
24/03/2025,05:00:00,22.8,63.7,0,20.9,401,23.2,,
24/03/2025,06:00:00,23.8,60.9,0,20.9,405,23.8,,
24/03/2025,07:00:00,23.8,59.9,0,20.9,409,24.4,,
24/03/2025,08:00:00,24.4,60.5,0,20.9,408,24.4,,
24/03/2025,09:00:00,23.9,55.8,0,20.9,405,25.1,,
24/03/2025,10:00:00,24.6,30.2,0,20.9,402,26.6,,
24/03/2025,11:00:00,28.7,29.2,0,20.9,406,27.8,,
24/03/2025,12:00:00,29.4,28.6,0,20.9,402,30.8,,
24/03/2025,13:00:00,31.3,25.6,0,20.9,404,31.7,,
24/03/2025,14:00:00,30.6,26.8,0,20.9,407,32.2,,
24/03/2025,15:00:00,32,26.1,0,20.9,406,33.5,,
24/03/2025,16:00:00,30.9,23.8,0,20.9,409,32.1,,
24/03/2025,17:00:00,31.7,26.2,0,20.9,416,32.4,,
24/03/2025,18:00:00,30.6,28.8,0,20.9,409,31.1,,
24/03/2025,19:00:00,27.7,32.3,0,20.9,409,28.1,,
24/03/2025,20:00:00,25.9,40.5,0,20.9,402,25.9,,
24/03/2025,21:00:00,24,48.5,0,20.9,407,24.2,,
24/03/2025,22:00:00,23.8,50.9,0,20.9,403,23.9,,
24/03/2025,23:00:00,23.5,62.1,0,20.9,408,23.7,,
25/03/2025,00:00:00,23.7,67.1,0,20.9,402,20.1,,
25/03/2025,01:00:00,23,69,0,20.9,406,22.4,,
25/03/2025,02:00:00,22.8,63.7,0,20.9,401,22.3,,
25/03/2025,03:00:00,22.5,64.6,0,20.9,404,22.7,,
25/03/2025,04:00:00,27.6,65.4,0,20.9,406,22.4,,
25/03/2025,05:00:00,23.4,66.9,0,20.9,402,22.5,,
25/03/2025,06:00:00,22.8,64.2,0,20.9,407,22.1,,
25/03/2025,07:00:00,21.9,67.1,0,20.9,404,21.6,,
25/03/2025,08:00:00,24.6,63.9,0,20.9,403,24.9,,
25/03/2025,09:00:00,23.6,60.4,0,20.9,406,24.9,,
25/03/2025,10:00:00,24.6,45.5,0,20.9,409,26.1,,
25/03/2025,11:00:00,,,,,,,,
25/03/2025,12:00:00,,,,,,,,
25/03/2025,13:00:00,,,,,,,,
25/03/2025,14:00:00,,,,,,,,
25/03/2025,15:00:00,,,,,,,,
25/03/2025,16:00:00,,,,,,,,
